time_s,range_m,altitude_m,V_mps,mach,mass_kg,gamma_deg,thrust_N,drag_N,q_Pa,alpha_deg,phase
271.44,178284,11005.9,480.683,1.62873,249.266,-34.7313,0,1756.48,42112.8,1.77032,terminal
272.22,178591,10791.9,479.359,1.61908,249.266,-34.9435,0,1872.01,43033.4,3.22073,terminal
273,178897,10577.9,477.78,1.60864,249.266,-34.9881,0,1934.76,43918.5,3.44879,terminal
273.78,179202,10364.6,476.037,1.59775,249.266,-34.9975,0,1982.03,44779,3.44953,terminal
274.56,179506,10152,474.153,1.58649,249.266,-34.9995,0,2025.99,45616,3.40686,terminal
275.34,179808,9940.36,472.133,1.57488,249.266,-34.9999,0,2069.3,46428,3.35787,terminal
276.12,180109,9729.61,469.978,1.56292,249.266,-35,0,2112.45,47212.6,3.31012,terminal
276.9,180408,9519.86,467.687,1.55063,249.266,-35,0,2155.5,47967.5,3.2651,terminal
277.68,180707,9311.16,465.263,1.538,249.266,-35,0,2198.4,48690.4,3.22308,terminal
278.46,181003,9103.57,462.704,1.52504,249.266,-35,0,2241.09,49378.9,3.18406,terminal
279.24,181298,8897.16,460.012,1.51176,249.266,-35,0,2283.51,50030.8,3.14798,terminal
280.02,181591,8691.98,457.188,1.49816,249.266,-35,0,2325.59,50643.9,3.11481,terminal
280.8,181882,8488.09,454.233,1.48425,249.266,-35,0,2367.29,51216.1,3.08449,terminal
281.58,182171,8285.56,451.148,1.47004,249.266,-35,0,2408.53,51745.4,3.05697,terminal
282.36,182458,8084.44,447.935,1.45552,249.266,-35,0,2449.27,52229.8,3.03222,terminal
283.14,182744,7884.78,444.595,1.44072,249.266,-35,0,2489.45,52667.5,3.01021,terminal
283.92,183027,7686.64,441.13,1.42563,249.266,-35,0,2529.03,53056.9,2.9909,terminal
284.7,183307,7490.08,437.542,1.41027,249.266,-35,0,2567.96,53396.2,2.97428,terminal
285.48,183586,7295.15,433.834,1.39464,249.266,-35,0,2606.2,53684.2,2.96032,terminal
286.26,183862,7101.91,430.007,1.37876,249.266,-35,0,2643.73,53919.5,2.94901,terminal
287.04,184135,6910.41,426.064,1.36262,249.266,-35,0,2680.53,54100.9,2.94035,terminal
287.82,184406,6720.7,422.007,1.34625,249.266,-35,0,2716.58,54227.5,2.93434,terminal
288.6,184674,6532.82,417.838,1.32964,249.266,-35,0,2751.89,54298.2,2.93099,terminal
289.38,184940,6346.84,413.56,1.31281,249.266,-35,0,2786.45,54312.4,2.93032,terminal
290.16,185203,6162.79,409.175,1.29576,249.266,-35,0,2820.31,54269.4,2.93236,terminal
290.94,185463,5980.73,404.685,1.2785,249.266,-35,0,2853.51,54168.7,2.93713,terminal
291.72,185720,5800.71,400.092,1.26104,249.266,-35,0,2886.12,54009.8,2.94469,terminal
292.5,185974,5622.76,395.398,1.24338,249.266,-35,0,2918.24,53792.5,2.9551,terminal
293.28,186225,5446.93,390.604,1.22553,249.266,-35,0,2950.02,53516.5,2.96843,terminal
294.06,186473,5273.27,385.711,1.20749,249.266,-35,0,2981.63,53181.3,2.98478,terminal
294.84,186718,5101.81,380.742,1.18933,249.266,-35,0,2984.96,52793.4,3.00394,terminal
295.62,186960,4932.57,375.851,1.17153,249.266,-35,0,2940.08,52395.4,3.02386,terminal
296.4,187198,4765.48,371.144,1.15442,249.266,-35,0,2869.17,52018.3,3.04298,terminal
297.18,187434,4600.44,366.686,1.13819,249.266,-35,0,2782.69,51682.1,3.06023,terminal
297.96,187667,4437.34,362.511,1.12293,249.266,-35,0,2689.14,51399.2,3.07492,terminal
298.74,187897,4276.03,358.632,1.10868,249.266,-35,0,2594.76,51175.1,3.08664,terminal
299.52,188125,4116.4,355.043,1.0954,249.266,-35,0,2503.73,51011.2,3.09528,terminal
300.3,188351,3958.31,351.731,1.08306,249.266,-35,0,2418.59,50905.7,3.10087,terminal
301.08,188575,3801.64,348.674,1.07157,249.266,-35,0,2340.71,50855,3.10356,terminal
301.86,188797,3646.28,345.849,1.06086,249.266,-35,0,2270.63,50854.4,3.10358,terminal
302.64,189017,3492.15,343.23,1.05084,249.266,-35,0,2208.4,50898.9,3.10122,terminal
303.42,189235,3339.14,340.793,1.04143,249.266,-35,0,2155.61,50982.6,3.09679,terminal
304.2,189452,3187.19,338.505,1.03253,249.266,-35,0,2111.79,51098,3.0907,terminal
304.98,189668,3036.24,336.345,1.02407,249.266,-35,0,2073.58,51239.6,3.08326,terminal
305.76,189883,2885.87,340.813,1.03579,248.684,-35.0085,8207.61,1616.32,53429.2,2.42908,terminal_boost
306.54,190108,2727.9,364.673,1.1062,246.229,-35.0197,8197.74,2442.34,62170,2.20164,terminal_boost
307.32,190348,2559.79,386.077,1.16877,243.773,-35.0175,8187.05,3200.32,70887,1.97833,terminal_boost
308.1,190601,2382.55,405.773,1.2258,241.317,-35.0139,8175.58,3548.37,79727.2,1.78513,terminal_boost
308.88,190866,2196.67,424.833,1.28055,238.861,-35.0109,8163.33,3755.35,89051.4,1.61567,terminal_boost
309.66,191144,2002.41,443.293,1.33312,236.406,-35.0086,8150.28,3980.55,98874.3,1.46703,terminal_boost
310.44,191433,1800.04,461.085,1.38333,233.95,-35.0068,8136.41,4220.28,109163,1.33653,terminal_boost
311.22,191733,1589.88,478.148,1.43099,231.494,-35.0055,8121.71,4472.1,119879,1.22173,terminal_boost
312,192044,1372.26,494.425,1.47595,229.039,-35.0045,8106.15,4734.17,130979,1.12052,terminal_boost
312.78,192364,1147.55,509.863,1.51808,226.583,-35.0037,8089.73,5004.95,142412,1.03111,terminal_boost
313.56,192695,916.136,524.414,1.55723,224.127,-35.003,8072.44,5283.04,154121,0.95196,terminal_boost
314.34,193034,678.421,538.031,1.59332,221.671,-35.0026,8054.26,5567.09,166043,0.881776,terminal_boost
315.12,193382,434.832,550.672,1.62622,219.216,-35.0022,8035.19,5855.75,178104,0.819447,terminal_boost
315.9,193738,185.815,562.298,1.65586,216.76,-35.0019,8015.22,6147.64,190228,0.764023,terminal_boost
